"","Latitude","Longitude","Borough","Job.Type","Permit.Type","Job.Number","BIN","Permit.Filing.Status","Job.Type2","Cost.Estimate","Enlargement.Flag","Square.Footage","Permit.Issuance.Date","Permit.Expiration.Date","Job.Location.House.Number","Job.Location.Street.Name","Community.Board","General.Contractor","Proposed.Occupancy.Class","Proposed.Stories","Proposed.Dwelling.Units","Accident_Pred","Accident_Prob.0","Accident_Prob.1"
"698",40.66426,-73.93743,"Brooklyn","A1","ALT 1 Enlargement","321187194","3038353","I","A1",   682700,"Yes",   4017,"2017-10-20","2018-10-20","420","TROY AVE","309","Y.H.S. CONSTRUCTION CORP","RESIDENTIAL: APARTMENT HOUSES", 6, 10,"0",0.994834788,0.005165212
"699",40.66431,-73.81681,"Queens","A1","ALT 1 Enlargement","421604062","4257541","I","A1",   288420,"Yes",   1138,"2018-07-24","2018-11-16","124-03","152ND AVENUE","410","Y R A DEVELOPMENT CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"700",40.66473,-73.76675,"Queens","A1","ALT 1 Enlargement","421633147","4285694","I","A1",   300000,"Yes",   1851,"2018-07-10","2019-05-01","145-49","178 PLACE","413","SOMAL HOME IMPROVEMENTS.I","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"701",40.66480,-73.73161,"Queens","A1","ALT 1 Enlargement","421565050","4289447","I","A1",   433550,"Yes",   2989,"2018-05-09","2019-05-09","138-37","247 STREET","413","MORELL BUILDERS INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"702",40.66489,-73.90015,"Brooklyn","NB","New Building","321184099","3424773","I","NB",  9511220,"No",  64265,"2018-02-07","2019-02-07","418","SNEDIKDER AVENUE","305","CHEEVER DEVELOPMENT CORP","RESIDENTIAL: APARTMENT HOUSES", 6, 72,"0",0.994834788,0.005165212
"703",40.66497,-73.77168,"Queens","A1","ALT 1 Enlargement","421526174","4285233","I","A1",   528300,"Yes",   1564,"2018-03-01","2019-01-18","176-16","145 AVENUE","413","AA INSPECTION & BUILDING","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"704",40.66567,-73.96117,"Brooklyn","A1","ALT 1 Enlargement","321583498","3029724","I","A1",  2000500,"Yes",   2341,"2018-04-24","2019-03-26","975","WASHINGTON AVENUE","309","ASSOCIATED BUILDING CONST","RESIDENTIAL: APARTMENT HOUSES", 5, 53,"0",0.994834788,0.005165212
"705",40.66571,-73.77370,"Queens","A1","ALT 1 Enlargement","421624237","4285181","I","A1",   455375,"Yes",   1012,"2018-06-05","2019-03-07","144-57","175 STREET","413","SINGLA CONCEPTS INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"706",40.66579,-73.98050,"Brooklyn","A1","ALT 1 Enlargement","321194961","3026031","I","A1",    67500,"Yes",    375,"2018-03-28","2018-12-15","585","10TH STREET","306","GOOD LIVING NY INC","RESIDENTIAL: APARTMENT HOUSES", 3,  3,"0",0.994834788,0.005165212
"707",40.66606,-73.94170,"Brooklyn","A1","ALT 1 Enlargement","321612929","3034068","I","A1",   202500,"Yes",    636,"2018-06-04","2019-06-04","511","CROWN STREET","309","OB HOME IMPROVEMENTS INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"708",40.66608,-73.99338,"Brooklyn","A1","ALT 1 Enlargement","321644529","3024090","I","A1",   360000,"Yes",   2134,"2018-06-13","2019-01-20","165","PROSPECT AVENUE","307","ACO-DEL GROUP COMPANY INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"709",40.66612,-73.86932,"Brooklyn","A1","ALT 1 Enlargement","321670571","3098882","I","A1",    50000,"Yes",   1233,"2018-05-23","2019-03-28","843","EUCLID AVENUE","305","RASHBI DEVELOPMENT INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"710",40.66614,-73.77090,"Queens","A1","ALT 1 Enlargement","421633094","4285264","I","A1",   300000,"Yes",   1126,"2018-07-27","2019-03-07","144-65","177 PLACE","413","SINGLA CONCEPTS INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"711",40.66663,-73.91747,"Brooklyn","A1","ALT 1 Enlargement","321584665","3080903","I","A1",  1095000,"Yes",   3206,"2018-01-25","2018-12-11","95","LEGION STREET","316","KAUFMAN GROUP INC","RESIDENTIAL: APARTMENT HOUSES", 4,  8,"0",0.994834788,0.005165212
"712",40.66677,-73.93855,"Brooklyn","A1","ALT 1 Enlargement","321360022","3037863","I","A1",    48600,"Yes",    540,"2018-04-27","2019-03-31","1471","CARROLL STREET","309","ALROSE CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"713",40.66678,-73.81624,"Queens","NB","New Building","421631158","4618487","I","NB",   561216,"No",   3792,"2018-06-26","2018-10-16","149-56","124 STREET","410","ALL TIME CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"714",40.66714,-73.99205,"Brooklyn","NB","New Building","321186293","3425920","I","NB",  1100528,"No",   7436,"2018-04-04","2019-02-19","139","15 STREET","306","COS CONSTRUCTION INC","RESIDENTIAL: APARTMENT HOUSES", 4,  8,"0",0.994834788,0.005165212
"715",40.66742,-73.83474,"Queens","NB","New Building","421520802","4617381","I","NB",    53280,"No",    360,"2017-10-24","2018-10-02","150-60","COHANCY STREET","410","ALL TIME CONSTRUCTION INC","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"716",40.66743,-73.95748,"Brooklyn","A1","ALT 1 Enlargement","321518504","3033785","I","A1",  1600000,"Yes",   4099,"2017-10-24","2018-10-24","1016","CARROLL ST.","309","C N S BUILDERS LLC","RESIDENTIAL: APARTMENT HOUSES", 5, 10,"0",0.994834788,0.005165212
"717",40.66745,-73.95757,"Brooklyn","A1","ALT 1 Enlargement","321583096","3033784","I","A1",  1434650,"Yes",   4099,"2017-11-20","2018-11-20","1014","CARROLL ST.","309","C N S BUILDERS LLC","RESIDENTIAL: APARTMENT HOUSES", 5, 10,"0",0.994834788,0.005165212
"718",40.66747,-73.89114,"Brooklyn","A1","ALT 1 Enlargement","321610690","3084585","I","A1",   293220,"Yes",    673,"2018-02-09","2018-11-17","466","BRADFORD STREET","305","FIRST WORLD DEVELOPMENT","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"719",40.66747,-73.83487,"Queens","NB","New Building","421520795","4617276","I","NB",    53280,"No",    360,"2017-10-24","2018-10-16","99-45","ALBERT ROAD","410","ALL TIME CONSTRUCTION INC","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"720",40.66756,-73.82418,"Queens","A1","ALT 1 Enlargement","421519495","4256841","I","A1",   328500,"Yes",    568,"2018-07-09","2019-06-12","116-11","150 AVE","410","FUTURE RESTORATION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"721",40.66759,-73.79665,"Queens","NB","New Building","420655632","4607474","I","NB", 25853676,"No", 174687,"2018-07-16","2019-04-11","135-25","142 STREET","412","DLC DEVELOPMENT CORP","RESIDENTIAL: HOTELS, DORMITORIES",11,360,"0",0.994834788,0.005165212
"722",40.66759,-73.79665,"Queens","NB","New Building","420655641","4607473","I","NB", 12530272,"No",  84664,"2018-08-02","2019-04-11","142-30","135 AVENUE","412","DLC DEVELOPMENT CORP","RESIDENTIAL: HOTELS, DORMITORIES",12,360,"0",0.994834788,0.005165212
"723",40.66788,-73.88234,"Brooklyn","NB","New Building","321195808","3252950","I","NB",   289784,"No",   1958,"2018-05-25","2019-02-23","980","DUMONT AVENUE","305","HERITAGE V LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"724",40.66796,-73.81134,"Queens","A1","ALT 1 Enlargement","421582718","4257378","I","A1",   346000,"Yes",   1033,"2018-03-16","2018-12-20","135-28","129 STREET","410","SONIA M. CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"725",40.66801,-73.89940,"Brooklyn","NB","New Building","321185588","3818666","I","NB",   484552,"No",   3274,"2018-05-09","2019-02-23","291","HINSDALE STREET","305","HERITAGE V LLC","RESIDENTIAL: APARTMENT HOUSES", 3,  3,"0",0.994834788,0.005165212
"726",40.66806,-73.89941,"Brooklyn","NB","New Building","321185631","3252578","I","NB",   465608,"No",   3146,"2018-05-09","2019-02-23","289","HINSDALE STREET","305","HERITAGE V LLC","RESIDENTIAL: APARTMENT HOUSES", 3,  3,"0",0.994834788,0.005165212
"727",40.66810,-73.78547,"Queens","A1","ALT 1 Enlargement","421598514","4263145","I","A1",   434708,"Yes",   1444,"2018-04-24","2019-03-07","151-51","135 AVE","412","SINGLA CONCEPTS INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"728",40.66812,-73.89942,"Brooklyn","NB","New Building","321185579","3818663","I","NB",   465460,"No",   3145,"2018-05-09","2019-02-23","287","HINSDALE STREET","305","HERITAGE V LLC","RESIDENTIAL: APARTMENT HOUSES", 3,  3,"0",0.994834788,0.005165212
"729",40.66817,-73.89944,"Brooklyn","NB","New Building","321185560","3818661","I","NB",   492544,"No",   3328,"2018-05-09","2019-02-23","285","HINSDALE STREET","305","HERITAGE V LLC","RESIDENTIAL: APARTMENT HOUSES", 3,  3,"0",0.994834788,0.005165212
"730",40.66841,-73.76722,"Queens","A1","ALT 1 Enlargement","421629232","4271271","I","A1",   280250,"Yes",   1698,"2018-08-03","2018-12-19","172-22","144 AVE","412","ANSE CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"731",40.66850,-73.88873,"Brooklyn","NB","New Building","321185551","3089994","I","NB",   451844,"No",   3053,"2018-07-12","2019-02-23","806","BLAKE AVENUE","305","HERITAGE V LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"732",40.66862,-73.79807,"Queens","A1","ALT 1 Enlargement","421619662","4262527","I","A1",   290000,"Yes",   1251,"2018-08-07","2019-03-28","133-17","140 STREET","412","RASHBI DEVELOPMENT INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"733",40.66867,-73.80009,"Queens","NB","New Building","421462688","4262475","I","NB",    56240,"No",    380,"2018-04-20","2018-10-16","137-11","134 AVE","412","ALL TIME CONSTRUCTION INC","UTILITY / MISCELLANEOUS", 1,  0,"0",0.994834788,0.005165212
"734",40.66877,-73.97923,"Brooklyn","A1","ALT 1 Enlargement","320595806","3399119","I","A1",  2455000,"Yes",  11656,"2017-09-27","2018-09-27","510","5TH STREET","306","LEND LEASE (US) CONSTRUCT","BUSINESS", 5,NA,"0",0.826247689,0.173752311
"735",40.66884,-73.88496,"Brooklyn","NB","New Building","321195773","3421802","I","NB",   384652,"No",   2599,"2018-06-05","2019-02-23","588","WARWICK STREET","305","HERITAGE V LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"736",40.66885,-73.88103,"Brooklyn","NB","New Building","321195791","3319689","I","NB",   463388,"No",   3131,"2018-06-05","2019-02-23","671","LINWOOD STREET","305","HERITAGE V LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"737",40.66889,-73.88501,"Brooklyn","NB","New Building","321195899","3421801","I","NB",   386280,"No",   2610,"2018-05-25","2019-02-23","586","WARWICK STREET","305","HERITAGE V LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"738",40.66896,-73.88722,"Brooklyn","NB","New Building","321195719","3424499","I","NB",   380804,"No",   2573,"2018-05-25","2019-02-23","846","BLAKE AVENUE","305","HERITAGE V LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"739",40.66896,-73.88717,"Brooklyn","NB","New Building","321195700","3424498","I","NB",   380804,"No",   2573,"2018-07-10","2019-02-23","848","BLAKE AVENUE","305","HERITAGE V LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"740",40.66903,-73.83533,"Queens","NB","New Building","420650085","4615221","I","NB",   527028,"No",   3561,"2018-08-02","2019-01-12","150-08","HAWTREE STREET","410","ALL TIME CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"741",40.66904,-73.81004,"Queens","A1","ALT 1 Enlargement","421578796","4256166","I","A1",   250250,"Yes",   1226,"2018-02-20","2018-10-31","133-46","130 STREET","410","PRECISION PLUMBING SERVIC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"742",40.66914,-73.81001,"Queens","A1","ALT 1 Enlargement","421577029","4256165","I","A1",   277067,"Yes",   1396,"2018-02-21","2018-10-31","133-42","130 STREET","410","PRECISION PLUMBING SERVIC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"743",40.66918,-73.83571,"Queens","NB","New Building","421602732","4541266","I","NB",   541236,"No",   3657,"2018-07-25","2018-10-16","150-05","HURON STREET","410","ALL TIME CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"744",40.66928,-73.77330,"Queens","A1","ALT 1 Enlargement","421619644","4266976","I","A1",   320000,"Yes",   1442,"2018-07-16","2019-03-28","140-41","LATHAM LANE","412","RASHBI DEVELOPMENT INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"745",40.66929,-73.88284,"Brooklyn","NB","New Building","321185542","3843933","I","NB",   394420,"No",   2665,"2018-05-25","2019-02-23","617","CLEVELAND STREET","305","HERITAGE V LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"746",40.66932,-73.89936,"Brooklyn","NB","New Building","321184286","3424158","I","NB",  3743808,"No",  25296,"2018-03-15","2019-01-23","272","WILLIAMS AVE","305","SUNNY BUIILDERS NY CORP","RESIDENTIAL: HOTELS, DORMITORIES", 4, 56,"0",0.994834788,0.005165212
"747",40.66952,-73.89941,"Brooklyn","NB","New Building","321184017","3424157","I","NB",  3743808,"No",  25296,"2018-03-13","2019-01-23","268","WILLIAMS AVE","305","SUNNY BUIILDERS NY CORP","RESIDENTIAL: HOTELS, DORMITORIES", 4, 60,"0",0.994834788,0.005165212
"748",40.66985,-73.92921,"Brooklyn","A1","ALT 1 Enlargement","321516285","3037138","I","A1",   897085,"Yes",   4685,"2018-06-05","2018-08-30","1431","LINCOLN PLACE","308","ZNKO CONSTRUCTION INC","RESIDENTIAL: APARTMENT HOUSES", 4, 10,"0",0.994834788,0.005165212
"749",40.66989,-73.81979,"Queens","A1","ALT 1 Enlargement","421613588","4256645","I","A1",   449125,"Yes",   1282,"2018-05-22","2018-10-16","135-11","120 STREET","410","ALL TIME CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"750",40.67002,-73.75361,"Queens","A1","ALT 1 Enlargement","421610073","4282349","I","A1",   428870,"Yes",   1439,"2018-07-24","2019-06-12","219-49","141 ROAD","413","FUTURE RESTORATION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"751",40.67004,-73.85869,"Brooklyn","NB","New Building","321191198","3425088","I","NB", 36888260,"No", 249245,"2018-07-05","2019-07-05","2858","LINDEN BLVD","305","REAL BUILDERS INC","RESIDENTIAL: APARTMENT HOUSES",12,235,"0",0.750000000,0.250000000
"752",40.67014,-73.81004,"Queens","A1","ALT 1 Enlargement","421610741","4256155","I","A1",   354625,"Yes",   1682,"2018-07-10","2019-02-10","129-08","133RD AVE","410","EAST COAST NY CONSTRUCTIO","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"753",40.67018,-73.93484,"Brooklyn","A1","ALT 1 Enlargement","321186676","3037035","I","A1",  1590580,"Yes",   1264,"2018-01-19","2018-10-17","1259","LINCOLN PLACE","308","NYC CONSTRUCTION INC","RESIDENTIAL: APARTMENT HOUSES", 4, 11,"0",0.994834788,0.005165212
"754",40.67029,-73.98038,"Brooklyn","A1","ALT 1 Enlargement","321179755","3021273","I","A1",   300000,"Yes",    660,"2018-08-02","2018-09-28","408","4TH STREET","306","ALPHA CONTRACTING CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 4,  2,"0",0.994834788,0.005165212
"755",40.67031,-73.81543,"Queens","A1","ALT 1 Enlargement","421481872","4256002","I","A1",    96000,"Yes",   1227,"2017-08-10","2018-08-10","133-38","124 ST","410","XINLI.CONSTRUCTION LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"756",40.67039,-73.82645,"Queens","NB","New Building","421329495","4256388","I","NB",   533984,"No",   3608,"2018-04-09","2018-12-14","135-39","114TH STREET","410","VIKRAM CONSTRUCTION, INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"757",40.67051,-73.81767,"Queens","NB","New Building","421571720","4254544","I","NB",    39072,"No",    264,"2018-04-24","2018-12-01","133-45","122 ST","410","INSTYLE HOME RENOVATIONS","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 1,  1,"0",0.994834788,0.005165212
"758",40.67082,-73.88206,"Brooklyn","NB","New Building","321195782","3848437","I","NB",   338180,"No",   2285,"2018-05-25","2019-02-23","586","LINWOOD STREET","305","HERITAGE V LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"759",40.67110,-73.79340,"Queens","NB","New Building","421433540","4615152","I","NB",   321752,"No",   2174,"2017-12-21","2018-10-07","128-38","INWOOD STREET","412","KAIETEUR CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"760",40.67141,-73.95099,"Brooklyn","A1","ALT 1 Enlargement","321660537","3032240","I","A1",   760000,"Yes",   1744,"2018-01-26","2018-11-30","824","ST JOHNS PLACE","308","ROGERS BUILDERS AND DEVEL","RESIDENTIAL: APARTMENT HOUSES", 4,  7,"0",0.994834788,0.005165212
"761",40.67145,-73.78327,"Queens","A1","ALT 1 Enlargement","421603081","4266186","I","A1",    60000,"Yes",     88,"2018-07-19","2019-05-13","132-22","154 STREET","412","D'ART HOME IMPROVEMENT IN","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"762",40.67148,-73.98528,"Brooklyn","A1","ALT 1 Enlargement","320910476","3021358","I","A1",   291800,"Yes",   1605,"2018-06-20","2018-10-15","315","6TH STREET","306","OMNI BUILD INC","RESIDENTIAL: APARTMENT HOUSES", 4,  3,"0",0.994834788,0.005165212
"763",40.67165,-73.98564,"Brooklyn","A1","ALT 1 Enlargement","320910467","3021364","I","A1",   337960,"Yes",    728,"2018-04-09","2018-10-15","303","6TH STREET","306","OMNI BUILD INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"764",40.67179,-73.77747,"Queens","A1","ALT 1 Enlargement","421568869","4266577","I","A1",    82045,"Yes",    916,"2018-02-23","2018-12-22","134-23","159 STREET","412","FOUR DECADES CONTRACTING","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"765",40.67192,-73.95723,"Brooklyn","A1","ALT 1 Enlargement","321184197","3032116","I","A1",   745187,"Yes",   3095,"2018-03-29","2019-03-29","787","FRANKLIN AVENUE","308","LACHMAN CONSTRUCTION & DE","RESIDENTIAL: APARTMENT HOUSES", 5,  8,"0",0.994834788,0.005165212
"766",40.67199,-73.81142,"Queens","NB","New Building","421547026","4255372","I","NB",    57720,"No",    390,"2018-06-08","2018-11-17","130-19","127 STREET","410","WINSTON ANDREW SEYMOUR","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"767",40.67199,-73.81142,"Queens","A1","ALT 1 Enlargement","421547008","4255372","I","A1",   300649,"Yes",   1507,"2017-12-12","2018-09-30","130-19","127 STREET","410","WINSTON ANDREW SEYMOUR","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"768",40.67199,-73.77949,"Queens","A1","ALT 1 Enlargement","421599979","4266298","I","A1",   218500,"Yes",    832,"2018-05-09","2019-04-10","157-15","134 AVENUE","412","NCR.CONSTRUCTION","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"769",40.67203,-73.98111,"Brooklyn","A1","ALT 1 Enlargement","321605330","3020955","I","A1",   536163,"Yes",     98,"2018-03-02","2019-03-02","423","3 STREET","306","U.S. CONSTRUCTION INC","RESIDENTIAL: APARTMENT HOUSES", 5,  4,"0",0.994834788,0.005165212
"770",40.67208,-73.79511,"Queens","NB","New Building","421575593","4435203","I","NB",   423132,"No",   2859,"2018-01-08","2018-10-16","143-16","SUTTER AVENUE","412","ALL TIME CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"771",40.67208,-73.79511,"Queens","NB","New Building","421578787","4435203","I","NB",    44400,"No",    300,"2018-01-11","2018-10-14","143-16","SUTTER AVENUE","412","ALL TIME CONSTRUCTION INC","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"772",40.67233,-73.79552,"Queens","NB","New Building","421575600","4617978","I","NB",   423132,"No",   2859,"2018-01-08","2018-10-16","143-14","SUTTER AVENUE","412","ALL TIME CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"773",40.67233,-73.79552,"Queens","NB","New Building","421580220","4617978","I","NB",    44400,"No",    300,"2018-01-11","2018-10-16","143-14","SUTTER AVENUE","412","ALL TIME CONSTRUCTION INC","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"774",40.67249,-73.91085,"Brooklyn","NB","New Building","321528174","3425269","I","NB",  1043252,"No",   7049,"2018-02-08","2019-01-27","1543","EAST NEW YORK AVE","316","K BUILDERS INC","RESIDENTIAL: APARTMENT HOUSES", 4,  8,"0",0.994834788,0.005165212
"775",40.67252,-73.78085,"Queens","A1","ALT 1 Enlargement","421586135","4266263","I","A1",   180000,"Yes",   1098,"2018-02-26","2019-02-26","132-22","157 STREET","412","SINGLA CONCEPTS INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"776",40.67255,-73.91075,"Brooklyn","NB","New Building","321528165","3425272","I","NB",   977244,"No",   6603,"2018-02-08","2019-01-27","1547","EAST NEW YORK AVENUE","316","K BUILDERS INC","RESIDENTIAL: APARTMENT HOUSES", 4,  8,"0",0.994834788,0.005165212
"777",40.67268,-73.90730,"Brooklyn","NB","New Building","321191946","3425974","I","NB",  1381728,"No",   9336,"2018-05-29","2018-10-27","90","LIBERTY AVENUE","316","R & S CONSTRUCTION OF NY","RESIDENTIAL: APARTMENT HOUSES", 4,  8,"0",0.994834788,0.005165212
"778",40.67301,-73.86052,"Queens","A1","ALT 1 Enlargement","421457747","4244824","I","A1",   155000,"Yes",    808,"2017-11-27","2018-10-11","75-05","BLAKE AVENUE","410","LUXURY CONSTRUCTION CO IN","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"779",40.67340,-73.81292,"Queens","NB","New Building","421537821","4254693","I","NB",    45584,"No",    308,"2018-06-08","2019-05-11","117-67","125 STREET","410","SANYO S CONSTRUCTION CORP","STORAGE: LOW HAZARD", 1,NA,"0",0.994834788,0.005165212
"780",40.67365,-73.74875,"Queens","A1","ALT 1 Enlargement","421594331","4281991","I","A1",    25000,"Yes",    546,"2018-04-04","2018-10-09","137-44","224 STREET","413","A&A BUILDING CONSULTANTS","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"781",40.67379,-73.95337,"Brooklyn","NB","New Building","321196889","3823841","I","NB",   867280,"No",   5860,"2018-07-13","2019-03-07","737","PARK PLACE","308","SINGLA CONCEPTS INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 4,  2,"0",0.994834788,0.005165212
"782",40.67390,-73.91472,"Brooklyn","NB","New Building","321539778","3425513","I","NB",  1977280,"No",  13360,"2018-07-31","2019-07-31","1994","BERGEN STREET","316","STATELINE BUILDERS INC","RESIDENTIAL: APARTMENT HOUSES", 5, 17,"0",0.994834788,0.005165212
"783",40.67395,-73.93037,"Brooklyn","NB","New Building","321422288","3330827","I","NB",  1116808,"No",   7546,"2018-03-05","2019-01-27","141","UTICA AV","308","K BUILDERS INC","RESIDENTIAL: APARTMENT HOUSES", 4,  8,"0",0.994834788,0.005165212
"784",40.67400,-73.88457,"Brooklyn","NB","New Building","321562000","3088894","I","NB",   528064,"No",   3568,"2018-03-12","2019-03-12","438","CLEVELAND STREET","305","AKHTAR CONSTRUCTION CO IN","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"785",40.67522,-73.94406,"Brooklyn","A1","ALT 1 Enlargement","321189888","3251080","I","A1", 19259100,"Yes",  48251,"2018-02-14","2019-02-14","839","SAINT MARKS AVENUE","308","MEGA CONTRACTING GP LLC","RESIDENTIAL: APARTMENT HOUSES", 6, 70,"0",0.882221227,0.117778773
"786",40.67548,-73.77806,"Queens","NB","New Building","420663776","4266168","I","NB", 21578992,"No", 145804,"2018-06-25","2018-09-27","161-11","132 AVE","412","MEGA CONTRACTING GP LLC","RESIDENTIAL: APARTMENT HOUSES",10,159,"0",0.882221227,0.117778773
"787",40.67559,-73.79306,"Queens","NB","New Building","421320181","4261462","I","NB",   596440,"No",   4030,"2018-04-19","2019-04-02","145-33","123RD AVENUE","412","HIGH VOLT ELECTRIC CORP O","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"788",40.67569,-73.93245,"Brooklyn","NB","New Building","321191152","3035771","I","NB",  1213600,"No",   8200,"2018-06-11","2019-04-11","1672","DEAN STREET","308","VICE CONTACTING LLC","RESIDENTIAL: APARTMENT HOUSES", 4,  8,"0",0.994834788,0.005165212
"789",40.67611,-73.95554,"Brooklyn","NB","New Building","321186747","3030630","I","NB",  1083952,"No",   7324,"2018-05-24","2018-11-18","545","ST MARKS AVENUE","308","COUNTYWIDE BUILDERS INC","RESIDENTIAL: APARTMENT HOUSES", 4,  8,"0",0.994834788,0.005165212
"790",40.67631,-73.88514,"Brooklyn","NB","New Building","321672061","3414602","I","NB",  1325192,"No",   8954,"2018-05-21","2019-05-21","671","LIBERTY AVENUE","305","INFINITY BUILDING GROUP I","RESIDENTIAL: APARTMENT HOUSES", 4, 10,"0",0.994834788,0.005165212
